cif
"# generated using pymatgen
data_MgSbF5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.67658200
_cell_length_b   5.68457364
_cell_length_c   8.08901925
_cell_angle_alpha   98.94661999
_cell_angle_beta   108.51035739
_cell_angle_gamma   108.59986254
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgSbF5
_chemical_formula_sum   'Mg2 Sb2 F10'
_cell_volume   224.81371159
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg1  1  0.263251  0.512442  0.750940  1
  Mg  Mg2  1  0.738168  0.485804  0.252631  1
  Sb  Sb3  1  0.001002  -0.000121  0.001828  1
  Sb  Sb4  1  0.501751  0.001225  0.501372  1
  F  F5  1  0.413439  0.167821  0.253063  1
  F  F6  1  0.588299  0.837139  0.752501  1
  F  F7  1  0.599033  0.712701  0.363125  1
  F  F8  1  0.844962  0.227757  0.142656  1
  F  F9  1  0.769024  0.673431  0.068400  1
  F  F10  1  0.108738  0.695459  0.434978  1
  F  F11  1  0.237419  0.329207  0.936262  1
  F  F12  1  0.894837  0.301838  0.566380  1
  F  F13  1  0.155750  0.768672  0.863614  1
  F  F14  1  0.409349  0.299130  0.636141  1
"
