cif
"# generated using pymatgen
data_MgV2O4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.05935379
_cell_length_b   6.05238333
_cell_length_c   6.05238351
_cell_angle_alpha   59.99999461
_cell_angle_beta   60.03805006
_cell_angle_gamma   60.03804713
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgV2O4
_chemical_formula_sum   'Mg2 V4 O8'
_cell_volume   157.04122947
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg1  1  0.989527  0.003491  0.003491  1
  Mg  Mg2  1  0.120325  0.626558  0.626558  1
  V  V3  1  0.259867  0.246711  0.246711  1
  V  V4  1  0.628126  0.119065  0.626404  1
  V  V5  1  0.628126  0.626404  0.119065  1
  V  V6  1  0.628126  0.626404  0.626404  1
  O  O7  1  0.386924  0.379722  0.379722  1
  O  O8  1  0.386924  0.379722  0.853631  1
  O  O9  1  0.386924  0.853631  0.379722  1
  O  O10  1  0.850962  0.383013  0.383013  1
  O  O11  1  0.404200  0.865266  0.865266  1
  O  O12  1  0.859990  0.403483  0.868263  1
  O  O13  1  0.859990  0.868263  0.403483  1
  O  O14  1  0.859990  0.868263  0.868263  1
"
