cif
"# generated using pymatgen
data_Mg(NiO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.67862133
_cell_length_b   5.67862198
_cell_length_c   6.00168873
_cell_angle_alpha   118.23475659
_cell_angle_beta   118.23475964
_cell_angle_gamma   89.99999549
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg(NiO2)2
_chemical_formula_sum   'Mg2 Ni4 O8'
_cell_volume   143.83962664
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg1  1  0.375000  0.625000  0.750000  1
  Mg  Mg2  1  0.625000  0.375000  0.250000  1
  Ni  Ni3  1  0.000000  0.000000  0.500000  1
  Ni  Ni4  1  0.000000  0.500000  0.000000  1
  Ni  Ni5  1  0.500000  0.000000  0.500000  1
  Ni  Ni6  1  0.000000  0.000000  0.000000  1
  O  O7  1  0.760749  0.786438  0.521498  1
  O  O8  1  0.764942  0.239251  0.978502  1
  O  O9  1  0.213562  0.239251  0.978502  1
  O  O10  1  0.239251  0.213562  0.478502  1
  O  O11  1  0.239251  0.764942  0.478502  1
  O  O12  1  0.235058  0.760749  0.021498  1
  O  O13  1  0.760749  0.235058  0.521498  1
  O  O14  1  0.786438  0.760749  0.021498  1
"
