cif
"# generated using pymatgen
data_Mg2Mn2(SiO4)3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   10.10820942
_cell_length_b   10.10820981
_cell_length_c   10.10820990
_cell_angle_alpha   109.72858492
_cell_angle_beta   109.72858570
_cell_angle_gamma   108.95770872
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg2Mn2(SiO4)3
_chemical_formula_sum   'Mg8 Mn8 Si12 O48'
_cell_volume   795.01386268
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg1  1  0.250000  0.369977  0.119977  1
  Mg  Mg2  1  0.369977  0.750000  0.119977  1
  Mg  Mg3  1  0.130023  0.250000  0.380023  1
  Mg  Mg4  1  0.750000  0.130023  0.380023  1
  Mg  Mg5  1  0.750000  0.630023  0.880023  1
  Mg  Mg6  1  0.630023  0.250000  0.880023  1
  Mg  Mg7  1  0.869977  0.750000  0.619977  1
  Mg  Mg8  1  0.249999  0.869977  0.619977  1
  Mn  Mn9  1  0.500000  0.500000  0.500000  1
  Mn  Mn10  1  0.500000  0.500000  0.000000  1
  Mn  Mn11  1  0.500000  0.000000  0.500000  1
  Mn  Mn12  1  0.500000  0.000000  0.999999  1
  Mn  Mn13  1  0.000000  0.000000  0.500000  1
  Mn  Mn14  1  0.999999  0.500000  0.999999  1
  Mn  Mn15  1  0.000000  0.000000  0.000000  1
  Mn  Mn16  1  0.999999  0.500000  0.500000  1
  Si  Si17  1  0.750000  0.874184  0.124184  1
  Si  Si18  1  0.374185  0.250000  0.624184  1
  Si  Si19  1  0.625000  0.375000  0.250000  1
  Si  Si20  1  0.125816  0.750000  0.875816  1
  Si  Si21  1  0.125000  0.875000  0.250000  1
  Si  Si22  1  0.875000  0.125000  0.749999  1
  Si  Si23  1  0.750001  0.374184  0.624184  1
  Si  Si24  1  0.375000  0.625000  0.750000  1
  Si  Si25  1  0.250000  0.625816  0.375816  1
  Si  Si26  1  0.625816  0.750000  0.375816  1
  Si  Si27  1  0.874184  0.250000  0.124184  1
  Si  Si28  1  0.250000  0.125816  0.875816  1
  O  O29  1  0.698641  0.686224  0.076563  1
  O  O30  1  0.686223  0.109660  0.987582  1
  O  O31  1  0.622077  0.698640  0.512417  1
  O  O32  1  0.513464  0.607177  0.705454  1
  O  O33  1  0.098277  0.892823  0.406288  1
  O  O34  1  0.392108  0.077626  0.874597  1
  O  O35  1  0.107892  0.982490  0.685519  1
  O  O36  1  0.607177  0.401723  0.093712  1
  O  O37  1  0.517510  0.392108  0.814481  1
  O  O38  1  0.892823  0.986536  0.794546  1
  O  O39  1  0.422373  0.107892  0.625402  1
  O  O40  1  0.808012  0.513465  0.406289  1
  O  O41  1  0.982490  0.796971  0.874598  1
  O  O42  1  0.077626  0.703028  0.685518  1
  O  O43  1  0.691989  0.098276  0.705454  1
  O  O44  1  0.109660  0.622077  0.423436  1
  O  O45  1  0.813776  0.801359  0.423436  1
  O  O46  1  0.390339  0.813776  0.512417  1
  O  O47  1  0.401724  0.808011  0.794546  1
  O  O48  1  0.801359  0.877923  0.987582  1
  O  O49  1  0.296971  0.482490  0.374598  1
  O  O50  1  0.877923  0.390340  0.076564  1
  O  O51  1  0.986536  0.691989  0.093712  1
  O  O52  1  0.703029  0.517511  0.625403  1
  O  O53  1  0.301359  0.313777  0.923437  1
  O  O54  1  0.313776  0.890340  0.012418  1
  O  O55  1  0.377922  0.301359  0.487583  1
  O  O56  1  0.486535  0.392822  0.294545  1
  O  O57  1  0.901724  0.107178  0.593712  1
  O  O58  1  0.607892  0.922373  0.125403  1
  O  O59  1  0.892108  0.017511  0.314481  1
  O  O60  1  0.392823  0.598277  0.906288  1
  O  O61  1  0.482490  0.607893  0.185519  1
  O  O62  1  0.107178  0.013465  0.205454  1
  O  O63  1  0.577626  0.892108  0.374598  1
  O  O64  1  0.191989  0.486536  0.593713  1
  O  O65  1  0.017510  0.203029  0.125402  1
  O  O66  1  0.922374  0.296971  0.314482  1
  O  O67  1  0.308011  0.901723  0.294546  1
  O  O68  1  0.890340  0.377922  0.576563  1
  O  O69  1  0.186223  0.198641  0.576563  1
  O  O70  1  0.609660  0.186224  0.487583  1
  O  O71  1  0.598277  0.191989  0.205455  1
  O  O72  1  0.198641  0.122078  0.012418  1
  O  O73  1  0.203029  0.577627  0.185519  1
  O  O74  1  0.122078  0.609661  0.923437  1
  O  O75  1  0.013465  0.308012  0.906288  1
  O  O76  1  0.796971  0.422373  0.814481  1
"
