cif
"# generated using pymatgen
data_Mg2Fe9O13
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.98094903
_cell_length_b   5.28653438
_cell_length_c   17.11994973
_cell_angle_alpha   98.27622711
_cell_angle_beta   90.00709795
_cell_angle_gamma   106.37041534
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg2Fe9O13
_chemical_formula_sum   'Mg2 Fe9 O13'
_cell_volume   255.92275685
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg1  1  0.213232  0.425321  0.229393  1
  Mg  Mg2  1  0.786768  0.574679  0.770607  1
  Fe  Fe3  1  0.500000  -0.000000  0.500000  1
  Fe  Fe4  1  0.648530  0.296987  0.044228  1
  Fe  Fe5  1  0.351470  0.703013  0.955772  1
  Fe  Fe6  1  0.748006  0.495404  0.415472  1
  Fe  Fe7  1  0.251994  0.504596  0.584528  1
  Fe  Fe8  1  0.935564  0.870946  0.131995  1
  Fe  Fe9  1  0.064436  0.129054  0.868005  1
  Fe  Fe10  1  0.987174  0.974804  0.324548  1
  Fe  Fe11  1  0.012826  0.025196  0.675452  1
  O  O12  1  -0.000000  -0.000000  -0.000000  1
  O  O13  1  0.852568  0.704252  0.228826  1
  O  O14  1  0.147432  0.295748  0.771174  1
  O  O15  1  0.287121  0.574171  0.066388  1
  O  O16  1  0.712879  0.425829  0.933612  1
  O  O17  1  0.590724  0.181346  0.146459  1
  O  O18  1  0.409276  0.818654  0.853541  1
  O  O19  1  0.634787  0.270625  0.313117  1
  O  O20  1  0.365213  0.729375  0.686883  1
  O  O21  1  0.377081  0.753648  0.393137  1
  O  O22  1  0.622919  0.246352  0.606863  1
  O  O23  1  0.140702  0.281211  0.461769  1
  O  O24  1  0.859298  0.718789  0.538231  1
"
