cif
"# generated using pymatgen
data_Mg(WO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.48441657
_cell_length_b   6.02588213
_cell_length_c   6.02588197
_cell_angle_alpha   59.99999624
_cell_angle_beta   62.31285916
_cell_angle_gamma   62.31285771
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg(WO2)2
_chemical_formula_sum   'Mg2 W4 O8'
_cell_volume   172.07830052
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg1  1  0.987155  0.004282  0.004282  1
  Mg  Mg2  1  0.144026  0.618657  0.618657  1
  W  W3  1  0.203750  0.265417  0.265417  1
  W  W4  1  0.624745  0.084225  0.645515  1
  W  W5  1  0.624745  0.645515  0.084225  1
  W  W6  1  0.624745  0.645515  0.645515  1
  O  O7  1  0.399857  0.374891  0.374891  1
  O  O8  1  0.399857  0.374891  0.850361  1
  O  O9  1  0.399857  0.850361  0.374891  1
  O  O10  1  0.821417  0.392861  0.392861  1
  O  O11  1  0.345485  0.884838  0.884838  1
  O  O12  1  0.891453  0.394437  0.857054  1
  O  O13  1  0.891453  0.857054  0.394437  1
  O  O14  1  0.891453  0.857054  0.857054  1
"
