cif
"# generated using pymatgen
data_Mg(Cu2O3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.96988294
_cell_length_b   5.11087204
_cell_length_c   14.60466935
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   106.89062412
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg(Cu2O3)2
_chemical_formula_sum   'Mg2 Cu8 O12'
_cell_volume   212.11676104
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg1  1  0.659013  0.318026  0.750000  1
  Mg  Mg2  1  0.340987  0.681974  0.250000  1
  Cu  Cu3  1  0.862269  0.724541  0.044248  1
  Cu  Cu4  1  0.405888  0.811774  0.635899  1
  Cu  Cu5  1  0.137729  0.275458  0.955752  1
  Cu  Cu6  1  0.594112  0.188226  0.364102  1
  Cu  Cu7  1  0.862269  0.724541  0.455752  1
  Cu  Cu8  1  0.137729  0.275458  0.544248  1
  Cu  Cu9  1  0.594112  0.188226  0.135898  1
  Cu  Cu10  1  0.405888  0.811774  0.864101  1
  O  O11  1  0.499999  -0.000000  0.500000  1
  O  O12  1  0.499999  -0.000000  -0.000000  1
  O  O13  1  0.048821  0.097639  0.840702  1
  O  O14  1  0.951179  0.902361  0.159299  1
  O  O15  1  0.951179  0.902361  0.340701  1
  O  O16  1  0.048821  0.097639  0.659299  1
  O  O17  1  0.783181  0.566364  0.921053  1
  O  O18  1  0.216818  0.433637  0.078947  1
  O  O19  1  0.216818  0.433637  0.421053  1
  O  O20  1  0.783181  0.566364  0.578947  1
  O  O21  1  0.303171  0.606343  0.750000  1
  O  O22  1  0.696827  0.393656  0.250000  1
"
