cif
"# generated using pymatgen
data_MgWF5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.53232431
_cell_length_b   5.53232385
_cell_length_c   7.79584682
_cell_angle_alpha   98.00322997
_cell_angle_beta   111.21653600
_cell_angle_gamma   107.08832921
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgWF5
_chemical_formula_sum   'Mg2 W2 F10'
_cell_volume   204.37854214
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg1  1  0.264932  0.514932  0.750000  1
  Mg  Mg2  1  0.735068  0.485068  0.250000  1
  W  W3  1  0.000000  0.000000  0.000000  1
  W  W4  1  0.500000  0.000000  0.500000  1
  F  F5  1  0.394061  0.144061  0.250000  1
  F  F6  1  0.605939  0.855939  0.750000  1
  F  F7  1  0.593251  0.708156  0.364866  1
  F  F8  1  0.843289  0.228384  0.135134  1
  F  F9  1  0.751859  0.679381  0.055490  1
  F  F10  1  0.123892  0.696369  0.444510  1
  F  F11  1  0.248141  0.320619  0.944510  1
  F  F12  1  0.876108  0.303631  0.555490  1
  F  F13  1  0.156711  0.771616  0.864866  1
  F  F14  1  0.406749  0.291844  0.635134  1
"
