cif
"# generated using pymatgen
data_MgTi2O4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.91192351
_cell_length_b   7.63518842
_cell_length_c   7.68183346
_cell_angle_alpha   77.95243276
_cell_angle_beta   79.07592364
_cell_angle_gamma   79.00648290
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgTi2O4
_chemical_formula_sum   'Mg2 Ti4 O8'
_cell_volume   161.95813667
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg1  1  0.333679  0.137333  0.195382  1
  Mg  Mg2  1  0.662083  0.840495  0.835485  1
  Ti  Ti3  1  0.627751  0.178183  0.566406  1
  Ti  Ti4  1  0.147435  0.509241  0.196124  1
  Ti  Ti5  1  0.847602  0.468576  0.836222  1
  Ti  Ti6  1  0.367138  0.799849  0.465967  1
  O  O7  1  0.845891  0.679938  0.628373  1
  O  O8  1  0.464615  0.323465  0.747467  1
  O  O9  1  0.530462  0.651260  0.287902  1
  O  O10  1  0.150358  0.295915  0.403477  1
  O  O11  1  0.165029  0.992157  0.677888  1
  O  O12  1  0.786882  0.334110  0.092327  1
  O  O13  1  0.831801  0.983939  0.352535  1
  O  O14  1  0.207548  0.644874  0.940063  1
"
