cif
"# generated using pymatgen
data_BaMg(BiO2)4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.25721525
_cell_length_b   6.25721498
_cell_length_c   7.45763259
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99999687
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaMg(BiO2)4
_chemical_formula_sum   'Ba1 Mg1 Bi4 O8'
_cell_volume   252.86795752
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba1  1  0.000000  0.000000  -0.000000  1
  Mg  Mg2  1  0.000000  0.000000  0.500000  1
  Bi  Bi3  1  0.333333  0.666667  0.716924  1
  Bi  Bi4  1  0.666667  0.333333  0.716924  1
  Bi  Bi5  1  0.333333  0.666667  0.283076  1
  Bi  Bi6  1  0.666667  0.333333  0.283076  1
  O  O7  1  0.276729  0.276729  0.691155  1
  O  O8  1  0.723271  0.000000  0.691155  1
  O  O9  1  0.000000  0.723271  0.691155  1
  O  O10  1  0.723271  0.723271  0.308845  1
  O  O11  1  1.000000  0.276729  0.308845  1
  O  O12  1  0.276729  1.000000  0.308845  1
  O  O13  1  0.333333  0.666667  -0.000000  1
  O  O14  1  0.666667  0.333333  -0.000000  1
"
