cif
"# generated using pymatgen
data_Cr2O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.78829365
_cell_length_b   9.60222876
_cell_length_c   3.39189809
_cell_angle_alpha   90.00011508
_cell_angle_beta   89.99996774
_cell_angle_gamma   89.99957968
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cr2O5
_chemical_formula_sum   'Cr4 O10'
_cell_volume   188.52345884
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr1  1  0.709338  0.365001  0.999768  1
  Cr  Cr2  1  0.290349  0.635265  0.999762  1
  Cr  Cr3  1  0.209762  0.135265  0.000115  1
  Cr  Cr4  1  0.790706  0.865053  0.000117  1
  O  O5  1  0.796987  0.399701  0.500139  1
  O  O6  1  0.203160  0.600161  0.500136  1
  O  O7  1  0.296779  0.100141  0.499935  1
  O  O8  1  0.703017  0.899700  0.499930  1
  O  O9  1  0.054887  0.281279  0.999973  1
  O  O10  1  0.944951  0.718938  0.999973  1
  O  O11  1  0.555001  0.218885  0.000055  1
  O  O12  1  0.445139  0.781296  0.000055  1
  O  O13  1  0.500414  0.499683  0.000089  1
  O  O14  1  0.999510  0.999631  0.999953  1
"
