cif
"# generated using pymatgen
data_Mg(CoO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.97244255
_cell_length_b   5.95035955
_cell_length_c   5.95035921
_cell_angle_alpha   59.99999534
_cell_angle_beta   60.12222896
_cell_angle_gamma   60.12222738
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg(CoO2)2
_chemical_formula_sum   'Mg2 Co4 O8'
_cell_volume   149.80394309
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg1  1  0.987710  0.004097  0.004097  1
  Mg  Mg2  1  0.123933  0.625356  0.625356  1
  Co  Co3  1  0.262813  0.245729  0.245729  1
  Co  Co4  1  0.626695  0.120854  0.626226  1
  Co  Co5  1  0.626695  0.626226  0.120854  1
  Co  Co6  1  0.626695  0.626226  0.626226  1
  O  O7  1  0.399235  0.378380  0.378380  1
  O  O8  1  0.399235  0.378380  0.844003  1
  O  O9  1  0.399235  0.844003  0.378380  1
  O  O10  1  0.856133  0.381289  0.381289  1
  O  O11  1  0.396050  0.867983  0.867983  1
  O  O12  1  0.848525  0.409497  0.870989  1
  O  O13  1  0.848525  0.870989  0.409497  1
  O  O14  1  0.848525  0.870989  0.870989  1
"
